Treatment	Relative Expression (compared to control)	Gene ID	baseMean	log2FoldChange	lfcSE	padj	-Log(P)	Gene Name	Protein	Uniprot SPID	Blast Evalue	Uniprot ID Protein Name	gene_ontology_biological_process
Severe OA (pH 7.5)	Lower	GWK47_023606	278	-0.37	0.15	0.0257	1.59	PLCL1	Inactive phospholipase C-like protein 1	Q15111	3.66E-74	Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-deleted in lung carcinoma) (Phospholipase C-related but catalytically inactive protein) (PRIP)	gamma-aminobutyric acid signaling pathway [GO:0007214]; intracellular signal transduction [GO:0035556]; negative regulation of cold-induced thermogenesis [GO:0120163]; phosphatidylinositol metabolic process [GO:0046488]; phosphatidylinositol-mediated signaling [GO:0048015]; regulation of synaptic transmission, GABAergic [GO:0032228]; release of sequestered calcium ion into cytosol [GO:0051209]
Severe OA (pH 7.5)	Lower	GWK47_034834	948	-0.37	0.21	0.0479	1.32	Gstt4	Glutathione S-transferase theta-4	Q9D4P7	1.66E-32	Glutathione S-transferase theta-4 (EC 2.5.1.18) (GST class-theta-4)	
Severe OA (pH 7.5)	Lower	GWK47_052295	102	-0.37	0.12	0.0079	2.10		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_001839	704	-0.38	0.11	0.0037	2.43	TOLLIP_1	Toll-interacting protein	Q6INE3	1.39E-69	Toll-interacting protein B	autophagy [GO:0006914]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; phosphorylation [GO:0016310]; ubiquitin-dependent protein catabolic process [GO:0006511]
Severe OA (pH 7.5)	Lower	GWK47_053828	1011	-0.38	0.11	0.0030	2.53	Fkrp_1	Fukutin-related protein				
Severe OA (pH 7.5)	Lower	GWK47_032855	729	-0.38	0.20	0.0444	1.35	NOX5_0	NADPH oxidase 5	Q96PH1	1.03E-161	NADPH oxidase 5 (EC 1.6.3.-)	angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cytoskeleton-dependent cytokinesis [GO:0061640]; defense response [GO:0006952]; endothelial cell proliferation [GO:0001935]; positive regulation of cytokine production [GO:0001819]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; proton transmembrane transport [GO:1902600]; regulation of fusion of sperm to egg plasma membrane [GO:0043012]; superoxide anion generation [GO:0042554]
Severe OA (pH 7.5)	Lower	GWK47_027106	2695	-0.39	0.09	0.0012	2.93	Inx2_2	Innexin inx2	Q9V427	3.32E-87	Innexin inx2 (Innexin-2) (Gap junction protein prp33) (Pas-related protein 33)	cell communication [GO:0007154]; foregut morphogenesis [GO:0007440]; germarium-derived egg chamber formation [GO:0007293]; germarium-derived female germ-line cyst formation [GO:0030727]; intercellular transport [GO:0010496]; male germ-line stem cell population maintenance [GO:0036098]; monoatomic ion transmembrane transport [GO:0034220]; morphogenesis of embryonic epithelium [GO:0016331]; phototransduction [GO:0007602]; spermatogenesis [GO:0007283]
Severe OA (pH 7.5)	Lower	GWK47_034452	53	-0.39	0.20	0.0418	1.38		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_026064	1486	-0.39	0.15	0.0150	1.82	Cyp2j6_1	Cytochrome P450 2J2	Q9QXF7	3.94E-62	Cytochrome P450 2J4 (EC 1.14.14.1) (CYPIIJ4)	arachidonate metabolic process [GO:0019369]; organic acid metabolic process [GO:0006082]; retinol metabolic process [GO:0042572]; xenobiotic metabolic process [GO:0006805]
Severe OA (pH 7.5)	Lower	GWK47_021798	819	-0.39	0.17	0.0252	1.60	CYP2L1_5	Cytochrome P450 2L1	Q27712	1.47E-63	Cytochrome P450 2L1 (EC 1.14.14.1) (CYPIIL1)	organic acid metabolic process [GO:0006082]; xenobiotic metabolic process [GO:0006805]
Severe OA (pH 7.5)	Lower	GWK47_032265	88	-0.39	0.22	0.0471	1.33	PDXK	Pyridoxal kinase	Q1PCB1	5.19E-87	Pyridoxal kinase (PLK) (EC 2.7.1.35) (BmPLK) (PL kinase) (Pyridoxine kinase)	pyridoxal 5'-phosphate salvage [GO:0009443]
Severe OA (pH 7.5)	Lower	GWK47_024635	335	-0.39	0.12	0.0052	2.28	MELTF	Melanotransferrin	Q9VTZ5	6.73E-235	Transferrin 2 (Melanotransferrin)	iron ion transport [GO:0006826]; septate junction assembly [GO:0019991]
Severe OA (pH 7.5)	Lower	GWK47_003032	2168	-0.39	0.13	0.0078	2.11	CycG	Cyclin G	Q95TJ9	1.67E-44	Cyclin G	cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; G1/S transition of mitotic cell cycle [GO:0000082]; meiotic DNA repair synthesis [GO:0000711]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of growth [GO:0045927]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]
Severe OA (pH 7.5)	Lower	GWK47_029230	128	-0.39	0.12	0.0067	2.17	Nrx-IV_1	Neurexin-4	Q94887	5.51E-175	Neurexin-4 (Neurexin IV)	axon ensheathment [GO:0008366]; cell adhesion involved in heart morphogenesis [GO:0061343]; cell-cell junction organization [GO:0045216]; dorsal closure [GO:0007391]; establishment of glial blood-brain barrier [GO:0060857]; heart process [GO:0003015]; nerve maturation [GO:0021682]; presynaptic membrane assembly [GO:0097105]; protein localization [GO:0008104]; regulation of tube size, open tracheal system [GO:0035151]; septate junction assembly [GO:0019991]; synaptic target recognition [GO:0008039]; terminal button organization [GO:0072553]
Severe OA (pH 7.5)	Lower	GWK47_045353	105	-0.39	0.21	0.0423	1.37	ITGAV	Integrin alpha-V	P80746	5.27E-24	Integrin alpha-V (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]	angiogenesis [GO:0001525]; blood vessel development [GO:0001568]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; integrin-mediated signaling pathway [GO:0007229]
Severe OA (pH 7.5)	Lower	GWK47_009825	1015	-0.40	0.22	0.0470	1.33	F10_1	Coagulation factor X	P21902	6.39E-19	Proclotting enzyme (EC 3.4.21.86) [Cleaved into: Proclotting enzyme light chain; Proclotting enzyme heavy chain]	hemolymph coagulation [GO:0042381]; protein processing [GO:0016485]
Severe OA (pH 7.5)	Lower	GWK47_029143	12277	-0.41	0.07	0.0000	6.07	MESH	Protein mesh	H9JIQ1	0	Protein mesh	cell-matrix adhesion [GO:0007160]
Severe OA (pH 7.5)	Lower	GWK47_025879	88	-0.41	0.15	0.0140	1.85	ANKMY2_1	Ankyrin repeat and MYND domain-containing protein 2	Q8IV38	1.78E-25	Ankyrin repeat and MYND domain-containing protein 2	
Severe OA (pH 7.5)	Lower	GWK47_037038	1505	-0.41	0.16	0.0150	1.82	Actr3	Actin-related protein 3	Q99JY9	8.39E-265	Actin-related protein 3 (Actin-like protein 3)	Arp2/3 complex-mediated actin nucleation [GO:0034314]; astrocyte differentiation [GO:0048708]; asymmetric cell division [GO:0008356]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to interleukin-1 [GO:0071347]; cellular response to pyrimidine ribonucleotide [GO:1905835]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to trichostatin A [GO:0035984]; cellular response to triterpenoid [GO:1905837]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to type II interferon [GO:0071346]; cilium assembly [GO:0060271]; establishment or maintenance of cell polarity [GO:0007163]; meiotic cell cycle [GO:0051321]; meiotic chromosome movement towards spindle pole [GO:0016344]; meiotic cytokinesis [GO:0033206]; negative regulation of axon extension [GO:0030517]; negative regulation of bleb assembly [GO:1904171]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of astrocyte differentiation [GO:0048711]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of synapse assembly [GO:0051965]; positive regulation of transcription by RNA polymerase II [GO:0045944]; postsynaptic actin cytoskeleton organization [GO:0098974]; regulation of myosin II filament organization [GO:0043519]; response to estradiol [GO:0032355]; response to heparin [GO:0071503]; Sertoli cell barrier remodeling [GO:0061843]; spermatogenesis [GO:0007283]; spindle localization [GO:0051653]
Severe OA (pH 7.5)	Lower	GWK47_029593	92	-0.41	0.20	0.0330	1.48		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_023311	83	-0.41	0.23	0.0464	1.33		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_040050	1550	-0.42	0.11	0.0016	2.79	FLT4	Vascular endothelial growth factor receptor 3	Q5MD89	6.62E-77	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1)	angiogenesis [GO:0001525]; atrioventricular canal development [GO:0036302]; cardiac muscle tissue regeneration [GO:0061026]; cell migration [GO:0016477]; lymph vessel development [GO:0001945]; lymph vessel morphogenesis [GO:0036303]; lymphangiogenesis [GO:0001946]; lymphatic endothelial cell differentiation [GO:0060836]; motor neuron axon guidance [GO:0008045]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; protein autophosphorylation [GO:0046777]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]; selective angioblast sprouting [GO:0035474]; sprouting angiogenesis [GO:0002040]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]; vascular endothelial growth factor signaling pathway [GO:0038084]; vasculature development [GO:0001944]; venous blood vessel development [GO:0060841]; venous endothelial cell migration involved in lymph vessel development [GO:0060855]
Severe OA (pH 7.5)	Lower	GWK47_009031	198	-0.42	0.13	0.0045	2.34		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_022876	1043	-0.43	0.17	0.0223	1.65		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_003511	99	-0.43	0.19	0.0253	1.60	USP43_0	Ubiquitin carboxyl-terminal hydrolase 43	Q70CQ4	7.62E-20	Ubiquitin carboxyl-terminal hydrolase 31 (EC 3.4.19.12) (Deubiquitinating enzyme 31) (Ubiquitin thioesterase 31) (Ubiquitin-specific-processing protease 31)	protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]
Severe OA (pH 7.5)	Lower	GWK47_033637	77	-0.43	0.22	0.0332	1.48	DUSP6	Dual specificity protein phosphatase 6	Q16828	2.37E-26	Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase PYST1) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3)	cell differentiation [GO:0030154]; ERK1 and ERK2 cascade [GO:0070371]; MAPK cascade [GO:0000165]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of MAPK cascade [GO:0043409]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of apoptotic process [GO:0043065]; regulation of heart growth [GO:0060420]; response to growth factor [GO:0070848]; response to nitrosative stress [GO:0051409]; response to xenobiotic stimulus [GO:0009410]; signal transduction [GO:0007165]
Severe OA (pH 7.5)	Lower	GWK47_035771	265	-0.44	0.27	0.0488	1.31		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_027943	313	-0.44	0.22	0.0375	1.43	ABCA3_1	ATP-binding cassette sub-family A member 3	Q99758	4.75E-55	Phospholipid-transporting ATPase ABCA3 (EC 7.6.2.1) (ABC-C transporter) (ATP-binding cassette sub-family A member 3) (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (Xenobiotic-transporting ATPase ABCA3) (EC 7.6.2.2) [Cleaved into: 150 Kda mature form]	lipid transport [GO:0006869]; lung development [GO:0030324]; organelle assembly [GO:0070925]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylglycerol metabolic process [GO:0046471]; phospholipid homeostasis [GO:0055091]; phospholipid transport [GO:0015914]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of phospholipid efflux [GO:1902995]; positive regulation of phospholipid transport [GO:2001140]; positive regulation of protein homooligomerization [GO:0032464]; regulation of lipid biosynthetic process [GO:0046890]; regulation of phosphatidylcholine metabolic process [GO:0150172]; response to glucocorticoid [GO:0051384]; response to xenobiotic stimulus [GO:0009410]; surfactant homeostasis [GO:0043129]; xenobiotic export from cell [GO:0046618]; xenobiotic transmembrane transport [GO:0006855]; xenobiotic transport [GO:0042908]
Severe OA (pH 7.5)	Lower	GWK47_036286	119	-0.44	0.28	0.0494	1.31	Lrrc15	Leucine-rich repeat-containing protein 15				
Severe OA (pH 7.5)	Lower	GWK47_043986	109	-0.44	0.17	0.0127	1.90	CIPC	CLOCK-interacting pacemaker				
Severe OA (pH 7.5)	Lower	GWK47_003478	91	-0.44	0.21	0.0319	1.50	ABCC10	Multidrug resistance-associated protein 7	Q5T3U5	3.32E-83	ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)	leukotriene metabolic process [GO:0006691]; leukotriene transport [GO:0071716]; lipid transport [GO:0006869]; transmembrane transport [GO:0055085]
Severe OA (pH 7.5)	Lower	GWK47_003480	146	-0.44	0.18	0.0222	1.65	Abcc10_1	Multidrug resistance-associated protein 7	Q8R4P9	4.74E-89	ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)	leukotriene metabolic process [GO:0006691]; leukotriene transport [GO:0071716]; lipid transport [GO:0006869]
Severe OA (pH 7.5)	Lower	GWK47_041565	388	-0.45	0.18	0.0173	1.76	NOS	Nitric oxide synthase, salivary gland	Q26240	2.63E-203	Nitric oxide synthase, salivary gland (NOS) (EC 1.14.13.39)	nitric oxide biosynthetic process [GO:0006809]
Severe OA (pH 7.5)	Lower	GWK47_039103	787	-0.45	0.16	0.0090	2.05	DPGN_0	Serine protease inhibitor dipetalogastin	O96790	2.99E-37	Serine protease inhibitor dipetalogastin (Dipetalin)	negative regulation of coagulation [GO:0050819]
Severe OA (pH 7.5)	Lower	GWK47_005529	1099	-0.45	0.14	0.0052	2.28		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_005529	1099	-0.45	0.14	0.0052	2.28		Superoxide dismutase [Cu-Zn				
Severe OA (pH 7.5)	Lower	GWK47_032132	247	-0.45	0.17	0.0137	1.86	LPGAT1	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	Q92604	1.96E-99	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (2-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.62) (Acyl-CoA:monoacylglycerol acyltransferase LPGAT1) (EC 2.3.1.22) (Lysophospholipid acyltransferase 7) (LPLAT7) (EC 2.3.1.-) (Stearoyl-CoA:1-lyso-2-acyl-PE acyltransferase)	phosphatidylethanolamine acyl-chain remodeling [GO:0036152]; phosphatidylglycerol acyl-chain remodeling [GO:0036148]; phosphatidylinositol acyl-chain remodeling [GO:0036149]; phospholipid biosynthetic process [GO:0008654]; positive regulation of fatty acid biosynthetic process [GO:0045723]; triglyceride biosynthetic process [GO:0019432]
Severe OA (pH 7.5)	Lower	GWK47_002340	1824	-0.46	0.27	0.0339	1.47	Corin	Atrial natriuretic peptide-converting enzyme	Q9Y5Q5	8.81E-16	Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Heart-specific serine proteinase ATC2) (Pro-ANP-converting enzyme) (Transmembrane protease serine 10) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 160 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 100 kDa soluble fragment]	female pregnancy [GO:0007565]; peptide hormone processing [GO:0016486]; regulation of blood pressure [GO:0008217]; regulation of cardiac conduction [GO:1903779]; regulation of renal sodium excretion [GO:0035813]; regulation of systemic arterial blood pressure by atrial natriuretic peptide [GO:0003050]
Severe OA (pH 7.5)	Lower	GWK47_008835	7363	-0.46	0.17	0.0113	1.95		hypothetical protein				
Severe OA (pH 7.5)	Lower	GWK47_044950	45	-0.46	0.26	0.0430	1.37	MBTPS2	Membrane-bound transcription factor site-2 protease	Q0III2	7.27E-76	Membrane-bound transcription factor site-2 protease (EC 3.4.24.85) (Endopeptidase S2P)	bone maturation [GO:0070977]; cholesterol metabolic process [GO:0008203]; membrane protein intracellular domain proteolysis [GO:0031293]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; positive regulation of cholesterol biosynthetic process [GO:0045542]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein maturation [GO:0051604]; regulation of response to endoplasmic reticulum stress [GO:1905897]; response to endoplasmic reticulum stress [GO:0034976]
